Details,Posting Date,Description,Amount,Type,Account Head,Statement
CREDIT,19/5/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014128811 EED:230518   IND ID:ST-L0E0V6J0F8F7              IND NAME:ECOM CONSULTING TRN: 1384128811TC,388.51,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/11/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011858334 EED:231122   IND ID:ST-Q0W1W6T2O4I4              IND NAME:VIJAY SIVARAJU TRN: 3261858334TC,388.97,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/4/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012319519 EED:231204   IND ID:ST-U6G5C4H7T1N4              IND NAME:ECOM CONSULTING TRN: 3382319519TC,390.73,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019769644 EED:230314   IND ID:ST-R8W7A4O9J1V6              IND NAME:VIJAY SIVARAJU TRN: 0739769644TC,391.16,ACH_CREDIT,Sales,Profit and Loss
CREDIT,19/4/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013078129 EED:230419   IND ID:ST-Y6M5F9C3E0R5              IND NAME:VIJAY SIVARAJU TRN: 1093078129TC,392.83,ACH_CREDIT,Sales,Profit and Loss
CREDIT,1/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230104 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027760878 EED:230104   IND ID:DS9GZM4HVBRMVK3              IND NAME:Absolut Pet TRN: 0047760878TC,393.97,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/8/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014175003 EED:231108   IND ID:ST-I3L7R5O3P7A8              IND NAME:VIJAY SIVARAJU TRN: 3124175003TC,395.97,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/5/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016685929 EED:230524   IND ID:ST-G3Q6U2X6D3J1              IND NAME:ECOM CONSULTING TRN: 1446685929TC,396.84,ACH_CREDIT,Sales,Profit and Loss
CREDIT,1/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017583838 EED:230103   IND ID:ST-Q4H5Q0J4N7O1              IND NAME:VIJAY SIVARAJU TRN: 0037583838TC,398.56,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/4/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011290590 EED:230420   IND ID:ST-D3M9W2M8A8S3              IND NAME:VIJAY SIVARAJU TRN: 1101290590TC,405.34,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231226 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024919716 EED:231226   IND ID:NS3MZ0F5I7NI4ZH              IND NAME:Snovoo TRN: 3604919716TC,406.5,ACH_CREDIT,Sales,Profit and Loss
CREDIT,22/5/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013863107 EED:230522   IND ID:ST-J4Z4K1J9V9P1              IND NAME:ECOM CONSULTING TRN: 1423863107TC,409.62,ACH_CREDIT,Sales,Profit and Loss
CREDIT,22/6/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018273222 EED:230622   IND ID:ST-R9I0X1I6V0T6              IND NAME:VIJAY SIVARAJU TRN: 1738273222TC,412.11,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/7/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010912668 EED:230407   IND ID:ST-J2X4G6P3F1D5              IND NAME:ECOM CONSULTING TRN: 0970912668TC,412.8,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012503351 EED:231025   IND ID:ST-U3P8O9J9A1K3              IND NAME:VIJAY SIVARAJU TRN: 2982503351TC,413.87,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/3/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013243771 EED:230324   IND ID:ST-A9P3U0Y5J6L9              IND NAME:VIJAY SIVARAJU TRN: 0833243771TC,414.54,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/4/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013433678 EED:230414   IND ID:ST-H3I4B0J3O4R9              IND NAME:ECOM CONSULTING TRN: 1043433678TC,415.61,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230314 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000026929069 EED:230314   IND ID:1UF6YKGBZ9VS3IP              IND NAME:Absolut Pet TRN: 0736929069TC,417.2,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/1/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011305833 EED:230501   IND ID:ST-O6Y7S6P2Q4C9              IND NAME:ECOM CONSULTING TRN: 1211305833TC,417.32,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/8/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014482495 EED:230814   IND ID:ST-F2K2Z3H1S1E0              IND NAME:VIJAY SIVARAJU TRN: 2264482495TC,419.27,ACH_CREDIT,Sales,Profit and Loss
CREDIT,10/5/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014012882 EED:231005   IND ID:ST-M0C0B7N4A3H2              IND NAME:VIJAY SIVARAJU TRN: 2784012882TC,419.4,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/12/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015735978 EED:230412   IND ID:ST-M4O1S4U7N9D4              IND NAME:VIJAY SIVARAJU TRN: 1025735978TC,421.92,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/4/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019055540 EED:230421   IND ID:ST-W5L6V3E9R7M1              IND NAME:ECOM CONSULTING TRN: 1119055540TC,423.73,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/5/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017006460 EED:230605   IND ID:ST-C5L9R1M5V0E3              IND NAME:VIJAY SIVARAJU TRN: 1567006460TC,424.17,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/3/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016135703 EED:230703   IND ID:ST-R5O3U8Z9T1B9              IND NAME:VIJAY SIVARAJU TRN: 1846135703TC,424.65,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/1/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011345567 EED:230501   IND ID:ST-V1F5M2Z4E3G6              IND NAME:VIJAY SIVARAJU TRN: 1211345567TC,425.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/12/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018103127 EED:230512   IND ID:ST-Z0L9B1E0N9D5              IND NAME:VIJAY SIVARAJU TRN: 1328103127TC,428.26,ACH_CREDIT,Sales,Profit and Loss
CREDIT,22/6/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018273700 EED:230622   IND ID:ST-X0C8Y0F1U6J8              IND NAME:VIJAY SIVARAJU TRN: 1738273700TC,430.5,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/12/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015738027 EED:230412   IND ID:ST-G1R5U7Y2J2M7              IND NAME:VIJAY SIVARAJU TRN: 1025738027TC,430.89,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/12/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016218937 EED:231213   IND ID:ST-C8X2I9G1B3A5              IND NAME:VIJAY SIVARAJU TRN: 3476218937TC,431.62,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/4/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010178406 EED:230424   IND ID:ST-Q9L6N6V1K2W2              IND NAME:VIJAY SIVARAJU TRN: 1140178406TC,432.57,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/3/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011582414 EED:230803   IND ID:ST-Z0R7S9T0G9O0              IND NAME:VIJAY SIVARAJU TRN: 2151582414TC,433.16,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016400316 EED:230321   IND ID:ST-Y0N2R8K7O7F1              IND NAME:VIJAY SIVARAJU TRN: 0806400316TC,434.57,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/12/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018979137 EED:231220   IND ID:ST-P5B8B9Z6D1Q2              IND NAME:ECOM CONSULTING TRN: 3548979137TC,435.17,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/8/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016675429 EED:230825   IND ID:ST-O0X9B4D1R6I6              IND NAME:VIJAY SIVARAJU TRN: 2376675429TC,435.64,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/7/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019805909 EED:230721   IND ID:ST-N3O6E3N6L5C5              IND NAME:VIJAY SIVARAJU TRN: 2029805909TC,436.83,ACH_CREDIT,Sales,Profit and Loss
CREDIT,16/6/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011316655 EED:230615   IND ID:ST-F0M4A8W8H9C7              IND NAME:ECOM CONSULTING TRN: 1661316655TC,439.12,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/4/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016172191 EED:230417   IND ID:ST-Y0I8C2F7U9G1              IND NAME:ECOM CONSULTING TRN: 1076172191TC,439.14,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/12/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010312535 EED:230712   IND ID:ST-A6J8J7D3W0P6              IND NAME:VIJAY SIVARAJU TRN: 1930312535TC,442.77,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/6/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014466450 EED:230620   IND ID:ST-S2Z5Z1B7W0Q6              IND NAME:VIJAY SIVARAJU TRN: 1714466450TC,443.53,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012340745 EED:231110   IND ID:ST-H4Q1T3V7T8O0              IND NAME:VIJAY SIVARAJU TRN: 3142340745TC,448.75,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/5/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011833543 EED:230525   IND ID:ST-F2O2Z1O4R2I2              IND NAME:ECOM CONSULTING TRN: 1451833543TC,450.68,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015566859 EED:231016   IND ID:ST-X4N3M4G7X6Z2              IND NAME:VIJAY SIVARAJU TRN: 2895566859TC,451.25,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/6/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015215306 EED:230616   IND ID:ST-Y4Q8R2T3E8V4              IND NAME:VIJAY SIVARAJU TRN: 1675215306TC,452.46,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/9/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018383063 EED:230925   IND ID:ST-Y8G9R1T8L8B6              IND NAME:VIJAY SIVARAJU TRN: 2688383063TC,453.29,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013491131 EED:230403   IND ID:ST-I3T2I7Z3C5Z1              IND NAME:ECOM CONSULTING TRN: 0933491131TC,453.76,ACH_CREDIT,Sales,Profit and Loss
CREDIT,31/8/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018293893 EED:230830   IND ID:ST-F5P4O4L2U4O4              IND NAME:VIJAY SIVARAJU TRN: 2428293893TC,456.65,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/8/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017597604 EED:230731   IND ID:ST-G9I8O4U3H1E2              IND NAME:VIJAY SIVARAJU TRN: 2127597604TC,457.46,ACH_CREDIT,Sales,Profit and Loss
CREDIT,29/11/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012550981 EED:231129   IND ID:ST-B7F0Y8U9Y0B5              IND NAME:VIJAY SIVARAJU TRN: 3332550981TC,457.72,ACH_CREDIT,Sales,Profit and Loss
CREDIT,30/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015712722 EED:231030   IND ID:ST-K1Y3A9C9F2J4              IND NAME:VIJAY SIVARAJU TRN: 3035712722TC,459.01,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/4/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013878030 EED:230426   IND ID:ST-I6P7B6F3L9E2              IND NAME:VIJAY SIVARAJU TRN: 1163878030TC,461.7,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/5/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013690382 EED:230705   IND ID:ST-Y1W3Y4P6K9Q8              IND NAME:ECOMCONSULTING LLC TRN: 1863690382TC,461.76,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/12/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012633848 EED:231221   IND ID:ST-Z7F2W3V8W8H6              IND NAME:VIJAY SIVARAJU TRN: 3552633848TC,463,ACH_CREDIT,Sales,Profit and Loss
CREDIT,30/10/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017757754 EED:231031   IND ID:ST-S0Q7T7X9Y6F6              IND NAME:ECOM CONSULTING TRN: 3047757754TC,463.26,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/5/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018974730 EED:230515   IND ID:ST-G3C4M1N4M2A4              IND NAME:VIJAY SIVARAJU TRN: 1358974730TC,464.22,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/6/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012023302 EED:230621   IND ID:ST-S1G8S2Q1Q7T4              IND NAME:ECOMCONSULTING LLC TRN: 1722023302TC,464.9,ACH_CREDIT,Sales,Profit and Loss
CREDIT,9/5/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019492381 EED:230905   IND ID:ST-F0A9W7S8J1F9              IND NAME:VIJAY SIVARAJU TRN: 2489492381TC,467.25,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/3/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016135408 EED:230703   IND ID:ST-G9A5M2V0U8K4              IND NAME:ECOMCONSULTING LLC TRN: 1846135408TC,467.61,ACH_CREDIT,Sales,Profit and Loss
CREDIT,19/4/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013086624 EED:230419   IND ID:ST-M0C0O8V4M3F8              IND NAME:VIJAY SIVARAJU TRN: 1093086624TC,468.31,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/1/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230118 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029586254 EED:230118   IND ID:DUMAKDMT3T90NQ1              IND NAME:Absolut Pet TRN: 0189586254TC,468.95,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/7/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010925308 EED:230407   IND ID:ST-F6H5M8X0W6K3              IND NAME:VIJAY SIVARAJU TRN: 0970925308TC,470.6,ACH_CREDIT,Sales,Profit and Loss
CREDIT,1/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230103 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000028613426 EED:230103   IND ID:53JDPMAI2Z90KTZ              IND NAME:Absolut Pet TRN: 0038613426TC,474.51,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/4/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013342978 EED:230428   IND ID:ST-K2P6K5Y3Q8O4              IND NAME:VIJAY SIVARAJU TRN: 1183342978TC,478.57,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/8/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011548619 EED:230608   IND ID:ST-G1R1B7J1M2C9              IND NAME:ECOM CONSULTING TRN: 1591548619TC,478.61,ACH_CREDIT,Sales,Profit and Loss
CREDIT,2/3/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019314177 EED:230203   IND ID:ST-E0F8W4N9B1Q9              IND NAME:VIJAY SIVARAJU TRN: 0349314177TC,479.81,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/11/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017870584 EED:230511   IND ID:ST-M7J6G9L6R7N5              IND NAME:ECOM CONSULTING TRN: 1317870584TC,480.32,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/5/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010075946 EED:230526   IND ID:ST-Q9R0H4M2C1C0              IND NAME:ECOM CONSULTING TRN: 1460075946TC,480.67,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/9/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016700542 EED:230914   IND ID:ST-L3K7H2E8A1X1              IND NAME:VIJAY SIVARAJU TRN: 2576700542TC,483.47,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/5/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013872876 EED:230517   IND ID:ST-B4H0V1F8L9P6              IND NAME:VIJAY SIVARAJU TRN: 1373872876TC,484.87,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/6/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015214607 EED:230616   IND ID:ST-A3R1L9K2X8T3              IND NAME:VIJAY SIVARAJU TRN: 1675214607TC,485.18,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/5/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017019361 EED:230605   IND ID:ST-T4N8M9C2B2Q0              IND NAME:VIJAY SIVARAJU TRN: 1567019361TC,485.83,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230214 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027486566 EED:230214   IND ID:QN2VJ9RAUM1HEEW              IND NAME:Absolut Pet TRN: 0457486566TC,486.33,ACH_CREDIT,Sales,Profit and Loss
CREDIT,22/5/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013862964 EED:230522   IND ID:ST-M7N7M6Q2Q7O7              IND NAME:VIJAY SIVARAJU TRN: 1423862964TC,488.52,ACH_CREDIT,Sales,Profit and Loss
CREDIT,19/10/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011250899 EED:231018   IND ID:ST-S6C4J9E4A1E8              IND NAME:VIJAY SIVARAJU TRN: 2911250899TC,489.2,ACH_CREDIT,Sales,Profit and Loss
CREDIT,29/9/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015583950 EED:230927   IND ID:ST-K5R5D5Z5W0P7              IND NAME:VIJAY SIVARAJU TRN: 2705583950TC,490.83,ACH_CREDIT,Sales,Profit and Loss
CREDIT,2/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230210 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000025713915 EED:230210   IND ID:DG0C628POVMGY6R              IND NAME:Absolut Pet TRN: 0415713915TC,491.49,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/1/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016789301 EED:230601   IND ID:ST-Z7V1T5W8E9V0              IND NAME:ECOM CONSULTING TRN: 1526789301TC,491.85,ACH_CREDIT,Sales,Profit and Loss
CREDIT,29/8/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016229598 EED:230828   IND ID:ST-R0E7L6M0X5N7              IND NAME:VIJAY SIVARAJU TRN: 2406229598TC,492.19,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/12/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012157471 EED:230612   IND ID:ST-E9C0I9C5E9J8              IND NAME:ECOM CONSULTING TRN: 1632157471TC,497.59,ACH_CREDIT,Sales,Profit and Loss
